title,address,post_time,work_experience,education,salary,company,workTag,welfare,work_content
web前端开发(实习岗),"武汉 - 武汉经济技术开发区- 南太子湖创新谷启迪协信科创园
",2023/4/17,在校,应届,3k-6k,"

朋悦科技

","

IT技术服务｜咨询 / 未融资 / 15-50人

",节日福利、每周双休、毕业直接转正优先录用,"任职要求： 
 
1、熟悉前端JS、CSS、HTML等技术； 
 
2、熟练掌握vue及vue全家桶，有实际的vue编程经验，熟悉Vue+Electron优先。 
 
3、熟悉使用vue-element组件库； 
 
4、熟悉使用javascript制作页面特效； 
 
5、熟悉兼容ie9,firefox,safari等主要浏览器； 
 
6、熟悉基于vue的管理后台开发经验； 
 
7、配合平面设计人员、程序设计人员完成网站。对用户体验有一定的设计能力； 
 
8、具有审美和设计能力，注重细节，追求完美（这点很重要） 
 
9、具备解决不同浏览器兼容性问题的能力。善于沟通，团队合作能力佳，能及时的发现问题，解决问题，归纳问题； 
 
10、熟悉PS优先考虑； 
 
 
 
岗位职责： 
 
1.完成前端框架设计开发。 
 
2.完成前端UI的规范制定和公共组件的设计开发。 
 
3.依据产品需求，高质量完成前端页面交互开发。 
 
4.持续优化产品的前端用户体验、性能、及兼容性。 
"
前端开发工程师,"武汉市 - 江夏区- 金融港四路18号光谷汇金中心15号楼
",2022/9/2,在校,应届,6k-10k,"

乐吾乐

","

软件开发 / 天使轮 / 少于15人

",开源社区经验、五险一金,"有资深前端架构师提供指导学习，初中高级前端都带过，但希望能长期工作。 
 
工作内容: 
1. 乐吾乐2D可视化组态软件功能开发和维护 
2. 基于可视化库的上层应用开发，比如：编辑器、移动端、图形库等 
3. 和大家一起探讨不同可视化场景的实现方案和产品改进 
4. 关注前端、2D、3D可视化前沿技术研究，通过新技术驱动产品发展 
5. 参与开源社区、技术交流群解答或交流 
 
职位要求： 
1. 扎实的前端基础；如果可以希望提供成绩学分 
2. 对web可视化有浓厚兴趣，有自己的想法 
3. 较好的数学基础，有计算机图形学相关专业更佳 
4. 熟悉vue/react/angular中的一种或多种更佳 
5. 有良好的编码习惯和学习热情，有良好的解决问题或实践能力"
前端开发工程师,"武汉 - 洪山区 - 红旗- 书城路26号 A栋408、409室
",2022/9/24,在校,应届,8k-15k,"

天宇图

","

数据服务｜咨询,IT技术服务｜咨询 / 未融资 / 50-150人

",发展空间大 有奖金,"职位描述：

1.微信小程序相关项目前端，小程序，公众号开发；

2.参与公司微信小程序,项目的前端和后台管理平台前端开发；

3.配合产品完成项目迭代，不断优化和提升用户操作视觉体验；

4.深入分析和解决前端遇到的技术、性能、跨终端兼容问题；

5.负责前端框架搭建、核心模块代码实现以及性能优化；

技术要求（现场机试，提前准备响应的技术环境）：

1.计算机科学、软件工程等相关专业本科及以上学历；

2.三年及以上平台级产品Web前端应用架构设计和开发工作经验；

3.熟悉Html5、CSS3，能写出常用用户操作及交互效果；

4.熟悉Bootstrap、Vue.js，React.js，Angular.js等开源框架；

5.配合后台的接口开发人员和设计人员要求完成前端相关功能模块的开发；

6.熟悉gulp，grunt，webpack等代码管理工具，能构建自动化编译、部署、测试环境；

7.有良好的团队合作精神，待人热忱，思维敏捷，良好人际沟通能力，有责任心和上进心。
"
前端开发,"武汉 - 江夏区- 东湖新技术开发区金融港一路7号光谷智慧园16栋
",2024/1/30,不限 ,大专,4k-6k,"

小码科技

","

软件服务｜咨询 / 未融资 / 15-50人

",职业发展好,"前端实习生岗位JD如下: 
 
 
 
职位名称:前端实习生 
 
 
 
职位描述: 
 
 
 
作为前端实习生,你将有机会参与公司项目的开发,与专业的前端工程师一起工作,学习并掌握前端开发技能。 
 
 
 
主要职责: 
 
 
 
1.根据设计师提供的设计稿,使用HTML、CSS和JavaScript等前端技术,实现网站或应用的前端界面。 
 
 
 
2.负责网站或应用的响应式设计,确保在各种设备上都能有良好的用户体验。 
 
 
 
3.参与前端开发工具的开发和维护,并定期更新和升级工具。 
 
 
 
4.协助项目经理和开发团队其他成员进行项目开发,并确保项目按时完成。 
 
 
 
5.参与产品测试和用户反馈,以及根据测试结果和用户反馈进行相应的调整和改进。 
 
 
 
6.制作项目文档和技术文档,记录项目开发过程中的经验和教训。 
 
 
 
职位要求: 
 
 
 
1.前端开发相关的课程学习和实践经验,具备基本的前端开发技能。 
 
 
 
2.熟悉HTML、CSS和JavaScript等前端技术,了解前端框架和库。 
 
 
 
3.熟悉前端开发工具,如Webpack、Gulp等。 
 
 
 
4.具备良好的沟通能力和团队合作精神,能够与团队成员和其他相关方进行有效的沟通和合作。 
 
 
 
5.具备较强的解决问题能力和自我学习能力,能够快速应对新的技术和问题。 
 
 
 
福利待遇: 
 
 
 
1.公司提供实习生的住宿。 
 
 
 
2.公司为实习生提供必要的培训和指导,帮助实习生更好地融入团队。 
 
 
 
3.实习生有机会参与公司的其他项目开发,提高自己的技术能力和职业经验。 
"
前端工程师,"武汉 - 洪山区 - 鲁巷- 东湖高新吴家湾联合国际
",2023/3/15,不限 ,本科,8k-13k,"

胜嘉汇

","

企业服务,人工智能,物联网 / 不需要融资 / 15-50人

",工作稳定，休息日不加班,完成部门经理安排的日常工作，升级公司前端框架
前端开发实习生,"武汉 - 东湖新技术开发区- 当代国际花园未来域
",2023/8/18,在校,应届,5K-10K,"

域尚

","

电商 / B轮 / 150-500人

",五险一金，双休,"1.基于HTML5.0标准,封装实现可复用的控件，完成模块化开发；

2.负责Web和HTML5基础技术框架的开发；

3.协助工程师完成功能嵌入和调试及前端开发技术支持；

4.持续的优化前端体验和页面响应速度，并保证兼容性和执行效率。

任职资格

1.熟练掌握JavaScript，熟悉CSS/HTML/AJAX/JSON；

2.熟悉主流前端框架和库的使用，如：JQuery/easyUI/bootstrap/angularJS/react

细心，热爱技术，喜欢钻研，具备良好的沟通能力和优秀的团队协作能力；

3.能适应较强的工作压力

4.有大型网站程序或移动端开发经验者，优先考虑"
android/安卓开发工程师,"武汉 - 东湖新技术开发区- 中建产业园G3写字楼B座17F
",2023/11/20,不限 ,本科,9k-18k,"

华中时讯

","

软件服务｜咨询,社交平台,社交媒体 / A轮 / 50-150人

",发展前景好，团队氛围好,"工作职责： 
1、负责 名人朋友圈 Android APP 业务功能的研发及代码优化工作。 
2、负责 名人朋友圈 Android APP 内公用控件及部分基础框架的研发工作。 
 
岗位要求： 
1.本科以上学历； 
2.1年及以上Android平台开发经验优先； 
3.有良好的编程规范与习惯； 
5.拥有良好的沟通协调能力和团队协作能力；"
安卓开发工程师,"武汉 - 江汉区- 范湖101号(范湖地铁站B口步行400米)富强国际9层2+3
",2024/7/15,不限 ,大专,6k-10k,"

拓课云

","

网络通信 / B轮 / 150-500人

",该忙忙该放松放松,"职位职责

1.负责安卓云直播课堂sdk的开发与维护

2.负责项目优化，特殊需求定制开发

3.跟进新技术学习与项目应用

职位要求

1.java/Android基础较好

2.熟悉市面常用的开发框架

应届或者3年以内开发经验

加分项

熟悉ts或ats语言

有做过音视频社交通讯相关项目"
安卓开发工程师,"武汉 - 洪山区 - 张家湾- 武汉市洪山区八坦路165号匠心荟科创产业园
",2025/2/10,不限 ,大专,9k-11k,"

睿思康

","

IT技术服务｜咨询 / 未融资 / 少于15人

",乐视大厂出来，发展前景广阔,"岗位职责： 
1.负责Android平台产品的应用软件的设计、开发和移植和管理。 
2.按照项目计划，在保证质量的前提下，按时完成开发任务。 
3.负责相关技术文档编写。 
4.与测试和需求人员沟通和合作。 
5.负责无障碍安卓软件开发 
任职要求: 
1.计算机或相关专业大专及以上学历，3年以上工作经验。 
2.精通JAVA语言编程，有扎实的编程功底和编程经验。 
3.熟练使用Android Studio软件开发工作。 
4.熟练的Java和Kotlin开发经验， 熟练的数据结构、代码设计能力; 
5.具有良好的语言表达和文档撰写能力。 
福利待遇：季度奖+年终奖+五险+不定期活动拓展+传统节假日福利+周末双休+审核涨薪/每年一次 
工作时间：9～10——18～19；午休+吃饭1小时；"
高级安卓开发工程师,"武汉 - 江夏区- 未来科技
",2023/4/29,不限 ,本科,10k-17k,"

中软国际科技服务有限公司

","

IT技术服务｜咨询 / 上市公司 / 2000人以上

",双休、五险一金，年终,负责车控业务及产品化demo开发工作。涉及鸿蒙系统和车载系统数据库，深入车载系统开发（车控，仪表，控制面板等）
android安卓开发工程师,"武汉 - 武昌区- 徐东大街汇通新长江中心A座4层
",2025/3/17,3-5年 ,大专,12k-18k,"

卓尔设计

","

专业服务｜咨询,营销服务｜咨询 / 不需要融资 / 150-500人

","五险一金,绩效奖金,定期体检","岗位职责】
1、可独立完成APP中相关模块和功能的需求分析、详细设计、开发、调试等工作。
2、与前端、后端、产品、设计部门配合，确保高质量完成APP的开发、上线及后续的迭代工作。
3、撰写和维护技术方案,详细设计等开发文档。
【任职要求】
1、大专以上学历，3-5年Android开发经验。
2、熟悉Android系统，熟练使用Kotlin编写代码，能熟练完成自定义控件开发。
3、熟悉移动端应用性能优化，内存管理机制，OOM等问题分析解决。
4、熟悉各主流框架，会使用RXJAVA, GREENDAO，OKHTTP，AROUTER者优先。
5、有与前后端开发人员的联调经验，熟悉Java相关技术，良好沟通能力。
6、有责任心,抗压能力强,为人踏实,团队意识佳。"
Android开发工程师（六险一金）,"武汉 - 洪山区- 中科开物大厦18楼
",2025/3/19,3-5年 ,本科,8k-13k,"

武汉大学

","

","年终奖金,带薪年假,补充医疗保险","说明：必须有鸿蒙和硬件开发经验

岗位职责
1、负责Android和鸿蒙平台的应用程序开发和维护；
2、根据产品需求完成架构和模块设计、编码、单元测试等工作；
3、按照项目计划，按时提交高质量的代码，完成开发任务；
4、负责相关技术文档的编写和更新；

任职要求
1、计算机相关专业，本科以上学历，3年及以上Android开发经验，须有鸿蒙项目落地经验，特别有经验的可放宽学历要求；
2、熟悉Android和鸿蒙常用框架、常见开源库；熟悉Java/ArcTS;能够独立完成Android和鸿蒙App开发；
3、熟悉相机、蓝牙等手机自带硬件组件的开发；
4、具备良好的沟通能力、执行力、学习能力；

加分
1、熟悉底层驱动和硬件交互开发者优先；
1、有完整智能硬件开发经验者优先；
2、有对接Unity开发经验者优先。"
Android开发工程师,"武汉 - 洪山区- 珞珈创意城1604
",2024/2/17,1-3年 ,本科,6k-12k,"

神蛙信息

","

游戏 / 天使轮 / 少于15人

","五险一金,带薪年假","1. 熟悉Android平台，熟悉Android技术体系下的开发；

2. 熟练掌握android界面绘制、后台运行、数据存储、网络通信等原理；

3. 熟悉Android各种widget组件，能根据项目要求开发自定义控件；

4. 有强烈的责任心和团队精神，善于沟通和合作；能独立完成设计和编码。"
android开发工程师,"武汉 - 洪山区 - 街道口- 中部创意大厦
",2023/11/24,1-3年 ,本科,10k-11k,"

珞珈众恒

","

数据服务｜咨询,IT技术服务｜咨询 / 未融资 / 15-50人

",发展前景,"岗位职责: 
1、参与负责公司Android端相关产品设计及开发； 
2、参与负责公司小程序产品开发； 
3、与项目经理、UI设计、后端人员共同参与项目需求分析，按照要求独立实现移动端相关功能，并完成测试； 
4、根据需求完成开发计划，进行架构设计和详细设计，并撰写相关文档； 
5、完成公司安排的其他相关任务。 
 
任职要求： 
1、1年以上Android开发经验，参与开发过完整的Android项目 
2、熟悉Android开发平台、系统框架和SDK。 
3、熟练使用原生Android各种控件、界面布局、多线程、网络通信、SQLite数据库等操作。 
4、熟悉移动地图开发。 
5、具备良好的代码、技术文档编写规范习惯； 
6、拥有良好的设计模式思维，具有较强的学习能力、创新能力、沟通能力和团队意识，热爱软件开发工作，有良好的团队合作精神。"
android开发工程师,"武汉 - 洪山区- 国采中心
",2024/10/26,不限 ,大专,15k-30k,"

ThunderSoft

","

智能硬件 / 上市公司 / 2000人以上

",大厂发展，五险一金，上五休二,"IOT/odm 初/中/高级工程师研发岗位 
base 深圳/武汉/成都/南京 
Android/FWK（多媒体/功耗/网络/游戏）/应用层/系统层 
 
有在看机会的伙伴 欢迎小窗私我哦~"
android开发工程师,"武汉 - 江夏区- 武汉市东湖高新区华为武汉研究所
",2023/4/12,不限 ,本科,20k-40k,"

华为技术有限公司

","

智能硬件,IT技术服务｜咨询,制造业 / 不需要融资 / 2000人以上

",福利待遇好，有发展前景,"【工作职责】 
1.负责平板与PC智慧办公场景的软件开发工作，需求分析、方案设计、代码编写和单元自测 
2.寻找华为平板、PC、打印机、显示器等相关领域技术突破点，打造平板与PC产品核心竞争力 
3.负责Android/Harmony关键技术模块看护，打造**产品体验 
 
【任职要求】 
业务知识技能要求： 
1.有软件开发经验，有良好的编码基础 
2.熟悉Android/Harmony平台软件开发经验 
3.善于团队合作，共同打造优秀用户体验的产品 
4.做事严谨，具有责任感，善于学习，有较强的适应能力和对新技术有热情"
android开发工程师,,2023/2/3,不限 ,本科,20k-40k,"

华为技术有限公司

","

智能硬件,IT技术服务｜咨询,制造业 / 不需要融资 / 2000人以上

",,
